Macrotrends Data Download



DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2015-08-26,14.0800
2015-08-27,14.4400
2015-08-28,14.5500
2015-08-31,14.5900
2015-09-01,14.6200
2015-09-02,14.6700
2015-09-03,14.7100
2015-09-04,14.5500
2015-09-07,14.5400
2015-09-08,14.7600
2015-09-09,14.5800
2015-09-10,14.6500
2015-09-11,14.5100
2015-09-14,14.3600
2015-09-15,14.3300
2015-09-16,14.8900
2015-09-17,14.9800
2015-09-18,15.1600
2015-09-21,15.2200
2015-09-22,14.7600
2015-09-23,14.7900
2015-09-24,15.1300
2015-09-25,15.1100
2015-09-28,14.5400
2015-09-29,14.5700
2015-09-30,14.5200
2015-10-01,14.5100
2015-10-02,15.2600
2015-10-05,15.7100
2015-10-06,15.9800
2015-10-07,16.0900
2015-10-08,15.7700
2015-10-09,15.8200
2015-10-12,15.8600
2015-10-13,15.9100
2015-10-14,16.1200
2015-10-15,16.1600
2015-10-16,16.1100
2015-10-19,15.8400
2015-10-20,15.9200
2015-10-21,15.7100
2015-10-22,15.8400
2015-10-23,15.8300
2015-10-26,15.9100
2015-10-27,15.8600
2015-10-28,16.2900
2015-10-29,15.5500
2015-10-30,15.5700
2015-11-02,15.4100
2015-11-03,15.2400
2015-11-04,15.0600
2015-11-05,14.9800
2015-11-06,14.6900
2015-11-09,14.4100
2015-11-10,14.3600
2015-11-11,14.2600
2015-11-12,14.2300
2015-11-13,14.2000
2015-11-16,14.2200
2015-11-17,14.2000
2015-11-18,14.1200
2015-11-19,14.2500
2015-11-20,14.1300
2015-11-23,14.0600
2015-11-24,14.1900
2015-11-25,14.1800
2015-11-26,14.2900
2015-11-27,14.0500
2015-11-30,14.0900
2015-12-01,14.0800
2015-12-02,14.0100
2015-12-03,14.0800
2015-12-04,14.5300
2015-12-07,14.3300
2015-12-08,14.1200
2015-12-09,14.1900
2015-12-10,14.1100
2015-12-11,13.8800
2015-12-14,13.7000
2015-12-15,13.7700
2015-12-16,14.2500
2015-12-17,13.7000
2015-12-18,14.1000
2015-12-21,14.3200
2015-12-22,14.3100
2015-12-23,14.2900
2015-12-24,14.3800
2015-12-28,13.8800
2015-12-29,13.9300
2015-12-30,13.8400
2015-12-31,13.8000
2016-01-04,13.8400
2016-01-05,13.9700
2016-01-06,13.9800
2016-01-07,14.3400
2016-01-08,13.9200
2016-01-11,13.8700
2016-01-12,13.7500
2016-01-13,14.1600
2016-01-14,13.7500
2016-01-15,13.9000
2016-01-18,13.8800
2016-01-19,14.1200
2016-01-20,14.1600
2016-01-21,14.0900
2016-01-22,14.0600
2016-01-25,14.2500
2016-01-26,14.5600
2016-01-27,14.4600
2016-01-28,14.2300
2016-01-29,14.2400
2016-02-01,14.3400
2016-02-02,14.2900
2016-02-03,14.7300
2016-02-04,14.8500
2016-02-05,14.7800
2016-02-08,15.4300
2016-02-09,15.4500
2016-02-10,15.2800
2016-02-11,15.7900
2016-02-12,15.7900
2016-02-15,15.2600
2016-02-16,15.3300
2016-02-17,15.3800
2016-02-18,15.4600
2016-02-19,15.4000
2016-02-22,15.2200
2016-02-23,15.2800
2016-02-24,15.3300
2016-02-25,15.2000
2016-02-26,14.7100
2016-02-29,14.9200
2016-03-01,14.7600
2016-03-02,15.0200
2016-03-03,15.1500
2016-03-04,15.6900
2016-03-07,15.6300
2016-03-08,15.3900
2016-03-09,15.3700
2016-03-10,15.5500
2016-03-11,15.6100
2016-03-14,15.5200
2016-03-15,15.2600
2016-03-16,15.2200
2016-03-17,16.0300
2016-03-18,15.8100
2016-03-21,15.8500
2016-03-22,15.8900
2016-03-23,15.2700
2016-03-24,15.2000
2016-03-28,15.1900
2016-03-29,15.2300
2016-03-30,15.2100
2016-03-31,15.4600
2016-04-01,15.0500
2016-04-04,14.9400
2016-04-05,15.1200
2016-04-06,15.0500
2016-04-07,15.1600
2016-04-08,15.3800
2016-04-11,15.9800
2016-04-12,16.2200
2016-04-13,16.3300
2016-04-14,16.1700
2016-04-15,16.3100
2016-04-18,16.2500
2016-04-19,16.9700
2016-04-20,17.1800
2016-04-21,17.1400
2016-04-22,16.9500
2016-04-24,16.9800
2016-04-25,17.0600
2016-04-26,17.1600
2016-04-27,17.3400
2016-04-28,17.5900
2016-04-29,17.8200
2016-05-01,17.7700
2016-05-02,17.6800
2016-05-03,17.5000
2016-05-04,17.3000
2016-05-05,17.3270
2016-05-06,17.5270
2016-05-08,17.4400
2016-05-09,17.0890
2016-05-10,17.0920
